ID,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,Column1,quality
2039,6.7,0.25,0.26,1.55,0.041,118.5,216,0.9949,3.55,0.63,9.4,0,3
2040,7.1,0.16,0.25,1.3,0.034,28,123,0.9915,3.27,0.55,11.4,0,6
2041,9,0.43,0.3,1.5,0.05,7,175,0.9951,3.11,0.45,9.7,0,4
2042,7,0.24,0.3,4.2,0.04,41,213,0.9927,3.28,0.49,11.8,0,6
2043,6.7,0.265,0.22,8.6,0.048,54,198,0.9955,3.25,0.41,10.2,0,5
2044,7.7,0.12,0.32,1.4,0.06,47,150,0.9952,3.37,0.42,9.2,0,6
2045,7.2,0.21,0.33,3,0.036,35,132,0.9928,3.25,0.4,11,0,6
2046,8.5,0.32,0.36,14.9,0.041,47,190,0.9982,3.08,0.31,10,0,6
2047,6.9,0.18,0.3,2,0.038,39,190,0.9914,3.32,0.37,12.2,0,6
2048,7,0.24,0.3,4.2,0.04,41,213,0.9927,3.28,0.49,11.8,0,6
2049,6.3,0.26,0.29,2.2,0.043,35,175,0.9918,3.38,0.43,11.6,0,6
2050,6.7,0.26,0.3,1.8,0.043,25,121,0.9944,3.44,0.61,10.2,0,6
2051,7.9,0.29,0.36,11.1,0.033,43,208,0.9969,3.14,0.46,10.3,0,5
2052,6.5,0.27,0.19,4.2,0.046,6,114,0.9955,3.25,0.35,8.6,0,4
2053,6.7,0.33,0.42,6.4,0.058,27,151,0.9954,3.16,0.44,9.6,0,5
2054,6.7,0.31,0.42,6.4,0.057,25,148,0.9955,3.16,0.45,9.6,0,5
2055,6.6,0.25,0.31,1.5,0.035,32,127,0.9921,3.41,0.47,11.3,0,6
2056,6.4,0.24,0.22,1.5,0.038,38,157,0.9934,3.41,0.55,9.9,0,6
2057,6.8,0.26,0.29,16.95,0.056,48,179,0.9998,3.45,0.4,9.6,0,5
2058,7,0.61,0.26,1.7,0.051,25,161,0.9946,3.36,0.6,10.6,0,4
2059,6.8,0.22,0.3,13.6,0.055,50,180,0.9984,3.44,0.39,9.8,0,5
2060,8.1,0.31,0.24,1.6,0.032,10,67,0.9924,3.08,0.47,10.5,0,5
2061,7,0.2,0.3,6.1,0.037,31,120,0.9939,3.24,0.51,10.8,0,5
2062,7.9,0.18,0.37,3,0.061,25,178,0.995,3.22,0.51,10,0,6
2063,6.6,0.34,0.27,6.2,0.059,23,136,0.9957,3.3,0.49,10.1,0,6
2064,6.8,0.3,0.24,6.6,0.123,35,116,0.9953,3.07,0.48,9.4,0,5
2065,7,0.21,0.31,6,0.046,29,108,0.9939,3.26,0.5,10.8,0,6
2066,6.8,0.27,0.32,1.5,0.044,19,142,0.9921,3.1,0.43,9.9,0,6
2067,9.3,0.2,0.33,1.7,0.05,28,178,0.9954,3.16,0.43,9,0,4
2068,5.8,0.23,0.27,1.8,0.043,24,69,0.9933,3.38,0.31,9.4,0,6
2069,7.5,0.4,1,19.5,0.041,33,148,0.9977,3.24,0.38,12,0,6
2070,7,0.13,0.3,5,0.056,31,122,0.9945,3.47,0.42,10.5,0,6
2071,6.9,0.17,0.22,4.6,0.064,55,152,0.9952,3.29,0.37,9.3,0,6
2072,7,0.3,0.32,6.4,0.034,28,97,0.9924,3.23,0.44,11.8,0,6
2073,7.6,0.445,0.44,14.5,0.045,68,212,0.9986,3.48,0.36,10,0,6
2074,6.8,0.3,0.24,6.6,0.123,35,116,0.9953,3.07,0.48,9.4,0,5
2075,7.5,0.22,0.33,6.7,0.036,45,138,0.9939,3.2,0.68,11.4,0,6
2076,9.2,0.23,0.3,1.1,0.031,40,99,0.9929,2.94,0.3,10.4,0,6
2077,8.7,0.34,0.46,13.8,0.055,68,198,0.9988,3.36,0.37,9.5,0,6
2078,6.6,0.545,0.04,2.5,0.031,48,111,0.9906,3.14,0.32,11.9,0,5
2079,8.1,0.3,0.31,1.1,0.041,49,123,0.9914,2.99,0.45,11.1,0,6
2080,6.9,0.16,0.3,9.6,0.057,50,185,0.9978,3.39,0.38,9.6,0,6
2081,8,0.32,0.36,4.6,0.042,56,178,0.9928,3.29,0.47,12,0,6
2082,6.1,0.22,0.23,3.1,0.052,15,104,0.9948,3.14,0.42,8.7,0,5
2083,6.9,0.16,0.3,9.6,0.057,50,185,0.9978,3.39,0.38,9.6,0,6
2084,7.5,0.15,0.38,1.8,0.054,19,101,0.9946,3.24,0.44,10,0,5
2085,8.4,0.29,0.29,1.05,0.032,4,55,0.9908,2.91,0.32,11.4,0,4
2086,6.6,0.37,0.47,6.5,0.061,23,150,0.9954,3.14,0.45,9.6,0,6
2087,7.7,0.38,0.4,2,0.038,28,152,0.9906,3.18,0.32,12.9,0,6
2088,6.3,0.25,0.23,14.9,0.039,47,142,0.99705,3.14,0.35,9.7,0,6
2089,8.3,0.3,0.36,10,0.042,33,169,0.9982,3.23,0.51,9.3,0,6
2090,6.6,0.22,0.58,1.1,0.133,52,136,0.9932,3.1,0.3,9.1,0,5
2091,6.1,0.34,0.31,12,0.053,46,238,0.9977,3.16,0.48,8.6,0,5
2092,7.5,0.22,0.29,4.8,0.05,33,87,0.994,3.14,0.42,9.9,0,5
2093,8.3,0.3,0.36,10,0.042,33,169,0.9982,3.23,0.51,9.3,0,6
2094,8,0.27,0.24,1.2,0.044,20,102,0.9929,3.28,0.42,10.9,0,5
2095,6.1,0.17,0.27,1.5,0.056,45,135,0.9924,3.2,0.43,10.2,0,6
2096,7.4,0.18,0.3,10.4,0.045,44,174,0.9966,3.11,0.57,9.7,0,6
2097,6.1,0.255,0.44,12.3,0.045,53,197,0.9967,3.24,0.54,9.5,0,6
2098,6.4,0.16,0.28,2.2,0.042,33,93,0.9914,3.31,0.43,11.1,0,6
2099,6.3,0.25,0.23,14.9,0.039,47,142,0.99705,3.14,0.35,9.7,0,6
2100,6.7,0.27,0.25,8,0.053,54,202,0.9961,3.22,0.43,9.3,0,5
2101,6.9,0.29,0.23,8.6,0.056,56,215,0.9967,3.17,0.44,8.8,0,5
2102,9.6,0.21,0.28,1.2,0.038,12,53,0.9926,2.8,0.46,10.6,0,5
2103,6.6,0.62,0.2,8.7,0.046,81,224,0.99605,3.17,0.44,9.3,0,5
2104,6.4,0.28,0.19,5.4,0.042,67,181,0.99435,3.31,0.35,10.2,0,6
2105,8,0.3,0.28,5.7,0.044,31,124,0.9948,3.16,0.51,10.2,0,6
2106,7.3,0.21,0.3,10.9,0.037,18,112,0.997,3.4,0.5,9.6,0,6
2107,6.7,0.27,0.25,8,0.053,54,202,0.9961,3.22,0.43,9.3,0,5
2108,6.9,0.29,0.23,8.6,0.056,56,215,0.9967,3.17,0.44,8.8,0,5
2109,6.6,0.32,0.26,7.7,0.054,56,209,0.9961,3.17,0.45,8.8,0,5
2110,7.4,0.32,0.22,1.7,0.051,50,179,0.9955,3.28,0.69,8.9,0,5
2111,6.6,0.37,0.07,1.4,0.048,58,144,0.9922,3.17,0.38,10,0,5
2112,7.8,0.39,0.26,9.9,0.059,33,181,0.9955,3.04,0.42,10.9,0,6
2113,6.5,0.18,0.26,1.4,0.041,40,141,0.9941,3.34,0.72,9.5,0,6
2114,7.8,0.4,0.26,9.5,0.059,32,178,0.9955,3.04,0.43,10.9,0,6
2115,7.8,0.39,0.26,9.9,0.059,33,181,0.9955,3.04,0.42,10.9,0,6
2116,6.9,0.19,0.28,3,0.054,33,99,0.9924,3.16,0.4,10.8,0,6
2117,7.7,0.49,1,19.6,0.03,28,135,0.9973,3.24,0.4,12,0,6
2118,6.6,0.25,0.35,14,0.069,42,163,0.999,3.56,0.47,9.8,0,5
2119,6.5,0.18,0.26,1.4,0.041,40,141,0.9941,3.34,0.72,9.5,0,6
2120,8.4,0.17,0.31,5.4,0.052,47,150,0.9953,3.24,0.38,9.8,0,5
2121,6.1,0.32,0.37,1.8,0.051,13,200,0.9945,3.49,0.44,10.5,0,4
2122,8.5,0.21,0.26,9.25,0.034,73,142,0.9945,3.05,0.37,11.4,0,6
2123,8.7,0.45,0.4,1.5,0.067,17,100,0.9957,3.27,0.57,10.1,0,6
2124,8.5,0.21,0.26,9.25,0.034,73,142,0.9945,3.05,0.37,11.4,0,6
2125,8.2,0.36,0.29,7.6,0.035,37,122,0.9939,3.16,0.34,12,0,5
2126,9.4,0.16,0.3,1.4,0.042,26,176,0.9954,3.15,0.46,9.1,0,5
2127,6.4,0.33,0.24,1.6,0.054,25,117,0.9943,3.36,0.5,9.3,0,5
2128,7.8,0.22,0.36,1.4,0.056,21,153,0.993,3.2,0.53,10.4,0,6
2129,7.4,0.35,0.31,17.95,0.062,42,187,1.0002,3.27,0.64,9.1,0,5
2130,6.6,0.37,0.24,2,0.064,23,120,0.9946,3.32,0.54,9.4,0,5
2131,6.7,0.37,0.41,6.3,0.061,22,149,0.9953,3.16,0.47,9.6,0,6
2132,7.1,0.37,0.32,1.4,0.037,27,126,0.9918,3.19,0.62,12,0,5
2133,6.8,0.23,0.29,15.4,0.073,56,173,0.9984,3.06,0.41,8.7,0,6
2134,6.4,0.26,0.21,7.1,0.04,35,162,0.9956,3.39,0.58,9.9,0,6
2135,7.6,0.3,0.22,10.2,0.049,57,191,0.9966,3.08,0.4,9.3,0,6
2136,9.4,0.16,0.23,1.6,0.042,14,67,0.9942,3.07,0.32,9.5,0,5
2137,6.8,0.23,0.29,15.4,0.073,56,173,0.9984,3.06,0.41,8.7,0,6
2138,6.4,0.26,0.21,7.1,0.04,35,162,0.9956,3.39,0.58,9.9,0,6
2139,7.6,0.3,0.22,10.2,0.049,57,191,0.9966,3.08,0.4,9.3,0,6
2140,7.5,0.33,0.39,12.4,0.065,29,119,0.9974,3.16,0.39,9.4,0,5
2141,7.6,0.38,0.2,3.4,0.046,9,116,0.9944,3.15,0.41,9.4,0,5
2142,8.8,0.2,0.43,15,0.053,60,184,1.0008,3.28,0.79,8.8,0,6
2143,7.5,0.33,0.39,12.4,0.065,29,119,0.9974,3.16,0.39,9.4,0,5
2144,8.8,0.2,0.43,15,0.053,60,184,1.0008,3.28,0.79,8.8,0,6
2145,6.6,0.36,0.21,1.5,0.049,39,184,0.9928,3.18,0.41,9.9,0,6
2146,7.6,0.38,0.2,3.4,0.046,9,116,0.9944,3.15,0.41,9.4,0,5
2147,5.6,0.46,0.24,4.8,0.042,24,72,0.9908,3.29,0.37,12.6,0,6
2148,7.2,0.15,0.38,1.2,0.038,18,110,0.9917,3.19,0.43,11.1,0,6
2149,6.8,0.3,0.35,2.8,0.038,10,164,0.9912,3.09,0.53,12,0,6
2150,7.2,0.5,0,0.8,0.034,46,114,0.9932,3.19,0.34,9.2,0,4
2151,6,0.26,0.29,1,0.032,27,96,0.9896,3.38,0.44,12.3,0,6
2152,6.8,0.33,0.28,1.2,0.032,38,131,0.9889,3.19,0.41,13,0,6
2153,6.8,0.3,0.35,2.8,0.038,10,164,0.9912,3.09,0.53,12,0,6
2154,7.4,0.29,0.31,1.7,0.035,23,110,0.9926,3.07,0.38,10.9,0,5
2155,7.3,0.19,0.24,6.3,0.054,34,231,0.9964,3.36,0.54,10,0,6
2156,6.5,0.32,0.12,11.5,0.033,35,165,0.9974,3.22,0.32,9,0,5
2157,7.1,0.32,0.4,1.5,0.034,13,84,0.9944,3.42,0.6,10.4,0,5
2158,6.5,0.32,0.12,11.5,0.033,35,165,0.9974,3.22,0.32,9,0,5
2159,7.3,0.19,0.24,6.3,0.054,34,231,0.9964,3.36,0.54,10,0,6
2160,7.3,0.17,0.23,6.3,0.051,35,240,0.9963,3.36,0.54,10,0,6
2161,6.4,0.21,0.3,5.6,0.044,43,160,0.9949,3.6,0.41,10.6,0,6
2162,8,0.55,0.42,12.6,0.211,37,213,0.9988,2.99,0.56,9.3,0,5
2163,7,0.19,0.23,5.7,0.123,27,104,0.9954,3.04,0.54,9.4,0,6
2164,6.5,0.34,0.36,11,0.052,53,247,0.9984,3.44,0.55,9.3,0,6
2165,7,0.19,0.23,5.7,0.123,27,104,0.9954,3.04,0.54,9.4,0,6
2166,6.9,0.18,0.33,1,0.054,24,164,0.9926,3.42,0.51,10.5,0,5
2167,8.2,0.18,0.31,11.8,0.039,96,249,0.9976,3.07,0.52,9.5,0,6
2168,8.3,0.28,0.45,7.8,0.059,32,139,0.9972,3.33,0.77,11.2,0,6
2169,6.1,0.34,0.46,4.7,0.029,21,94,0.991,3.29,0.62,12.3,0,6
2170,7.4,0.44,0.2,11.5,0.049,44,157,0.998,3.27,0.44,9,0,5
2171,7.6,0.26,0.58,7.9,0.041,62,180,0.9966,3.07,0.38,9,0,5
2172,7.4,0.44,0.2,11.5,0.049,44,157,0.998,3.27,0.44,9,0,5
2173,8.7,0.49,0.57,17.8,0.052,34,243,1.0007,2.98,0.82,9,0,5
2174,7,0.24,0.25,1.7,0.042,48,189,0.992,3.25,0.42,11.4,0,6
2175,6.1,0.34,0.46,4.7,0.029,21,94,0.991,3.29,0.62,12.3,0,6
2176,8.3,0.27,0.39,2.4,0.058,16,107,0.9955,3.28,0.59,10.3,0,5
2177,8,0.22,0.28,14,0.053,83,197,0.9981,3.14,0.45,9.8,0,6
2178,10,0.91,0.42,1.6,0.056,34,181,0.9968,3.11,0.46,10,0,4
2179,8.9,0.34,0.34,1.6,0.056,13,176,0.9946,3.14,0.47,9.7,0,5
2180,8.9,0.33,0.34,1.4,0.056,14,171,0.9946,3.13,0.47,9.7,0,5
2181,8,0.22,0.28,14,0.053,83,197,0.9981,3.14,0.45,9.8,0,6
2182,6.7,0.18,0.19,4.7,0.046,57,161,0.9946,3.32,0.66,10.5,0,6
2183,7.8,0.2,0.28,10.2,0.054,78,186,0.997,3.14,0.46,10,0,6
2184,6.6,0.28,0.3,7.8,0.049,57,202,0.9958,3.24,0.39,9.5,0,5
2185,7.1,0.25,0.3,2.4,0.042,25,122,0.994,3.43,0.61,10.5,0,6
2186,7.6,0.36,0.44,8.3,0.255,28,142,0.9958,3.12,0.43,10.2,0,6
2187,7.6,0.27,0.25,13.9,0.05,45,199,0.9984,3.34,0.5,9.8,0,6
2188,6.9,0.37,0.28,13.8,0.031,34,137,0.9948,3.1,0.37,11.6,0,6
2189,6.3,0.19,0.21,1.8,0.049,35,163,0.9924,3.31,0.5,10.3,0,6
2190,7,0.21,0.22,5.1,0.048,38,168,0.9945,3.34,0.49,10.4,0,6
2191,5.8,0.33,0.2,16.05,0.047,26,166,0.9976,3.09,0.46,8.9,0,5
2192,5.8,0.33,0.2,16.05,0.047,26,166,0.9976,3.09,0.46,8.9,0,5
2193,7.9,0.29,0.31,7.35,0.034,37,154,0.9938,3.06,0.31,10.8,0,5
2194,6.6,0.31,0.38,16.05,0.058,16,165,0.9997,3.38,0.6,9.2,0,5
2195,8,0.19,0.3,2,0.053,48,140,0.994,3.18,0.49,9.6,0,6
2196,8,0.2,0.36,1.2,0.032,21,78,0.9921,3.08,0.37,10.4,0,6
2197,8,0.25,0.26,14,0.043,41,248,0.9986,3.03,0.57,8.7,0,6
2198,7.2,0.2,0.61,16.2,0.043,14,103,0.9987,3.06,0.36,9.2,0,6
2199,7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,0,5
2200,7.2,0.2,0.61,16.2,0.043,14,103,0.9987,3.06,0.36,9.2,0,6
2201,7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,0,5
2202,7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,0,5
2203,6.4,0.22,0.32,7.9,0.029,34,124,0.9948,3.4,0.39,10.2,0,5
2204,7.2,0.2,0.61,16.2,0.043,14,103,0.9987,3.06,0.36,9.2,0,6
2205,7,0.53,0.02,1,0.036,39,107,0.993,3.2,0.32,9,0,5
2206,7.3,0.24,0.41,13.6,0.05,41,178,0.9988,3.37,0.43,9.7,0,5
2207,7.2,0.24,0.4,17.85,0.049,50,185,1,3.34,0.42,9.6,0,5
2208,7.6,0.15,0.4,1.3,0.036,24,112,0.9932,3.14,0.76,10,0,5
2209,7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,0,5
2210,7.6,0.33,0.41,13.7,0.045,44,197,0.9989,3.18,0.64,9.1,0,5
2211,6.8,0.24,0.31,18.3,0.046,40,142,1,3.3,0.41,8.7,0,5
2212,6.8,0.24,0.31,18.3,0.046,40,142,1,3.3,0.41,8.7,0,5
2213,6.8,0.35,0.44,6.5,0.056,31,161,0.9952,3.14,0.44,9.5,0,5
2214,7.9,0.26,0.33,10.3,0.039,73,212,0.9969,2.93,0.49,9.5,0,6
2215,7.5,0.29,0.67,8.1,0.037,53,166,0.9966,2.9,0.41,8.9,0,6
2216,7.5,0.29,0.67,8.1,0.037,53,166,0.9966,2.9,0.41,8.9,0,6
2217,7.2,0.31,0.41,8.6,0.053,15,89,0.9976,3.29,0.64,9.9,0,6
2218,10,0.23,0.27,14.1,0.033,45,166,0.9988,2.72,0.43,9.7,0,6
2219,7.4,0.21,0.3,7.9,0.039,14,118,0.9942,2.96,0.34,10.4,0,5
2220,8.8,0.23,0.35,10.7,0.04,26,183,0.9984,2.93,0.49,9.1,0,6
2221,7.8,0.34,0.27,1.2,0.04,25,106,0.9932,3.01,0.55,10.4,0,5
2222,7.9,0.26,0.33,10.3,0.039,73,212,0.9969,2.93,0.49,9.5,0,6
2223,7.5,0.29,0.67,8.1,0.037,53,166,0.9966,2.9,0.41,8.9,0,6
2224,6,0.28,0.35,1.9,0.037,16,120,0.9933,3.16,0.69,10.6,0,5
2225,7.6,0.13,0.34,9.3,0.062,40,126,0.9966,3.21,0.39,9.6,0,5
2226,6.6,0.25,0.36,8.1,0.045,54,180,0.9958,3.08,0.42,9.2,0,5
2227,7.1,0.18,0.26,1.3,0.041,20,71,0.9926,3.04,0.74,9.9,0,6
2228,7.9,0.3,0.27,8.5,0.036,20,112,0.9939,2.96,0.46,11.7,0,6
2229,8.3,0.23,0.3,2.1,0.049,21,153,0.9953,3.09,0.5,9.6,0,6
2230,6.8,0.43,0.3,3.5,0.033,27,135,0.9906,3,0.37,12,0,6
2231,6.6,0.25,0.36,8.1,0.045,54,180,0.9958,3.08,0.42,9.2,0,5
2232,7.1,0.18,0.26,1.3,0.041,20,71,0.9926,3.04,0.74,9.9,0,6
2233,6.6,0.35,0.29,14.4,0.044,54,177,0.9991,3.17,0.58,8.9,0,6
2234,7.3,0.22,0.5,13.7,0.049,56,189,0.9994,3.24,0.66,9,0,6
2235,7.6,0.13,0.34,9.3,0.062,40,126,0.9966,3.21,0.39,9.6,0,5
2236,7,0.12,0.19,4.9,0.055,27,127,0.9953,3.29,0.41,9.4,0,5
2237,8.2,0.37,0.27,1.7,0.028,10,59,0.9923,2.97,0.48,10.4,0,5
2238,7.6,0.26,0.36,1.6,0.032,6,106,0.993,3.15,0.4,10.4,0,4
2239,6.3,0.2,0.58,1.4,0.204,15,97,0.9931,3.16,0.43,10,0,6
2240,6.3,0.22,0.57,1.4,0.208,14,96,0.9932,3.16,0.43,10,0,6
2241,7.1,0.25,0.28,1.6,0.052,46,169,0.9926,3.05,0.41,10.5,0,5
2242,7,0.27,0.32,6.8,0.047,47,193,0.9938,3.23,0.39,11.4,0,6
2243,8.8,0.34,0.33,9.7,0.036,46,172,0.9966,3.08,0.4,10.2,0,5
2244,9.2,0.27,0.34,10.5,0.043,49,228,0.9974,3.04,0.41,10.4,0,6
2245,7.1,0.49,0.22,2,0.047,146.5,307.5,0.9924,3.24,0.37,11,0,3
2246,9.2,0.71,0.23,6.2,0.042,15,93,0.9948,2.89,0.34,10.1,0,6
2247,7.2,0.47,0.65,8.3,0.083,27,182,0.9964,3,0.35,9.2,0,5
2248,6.8,0.28,0.36,1.6,0.04,25,87,0.9924,3.23,0.66,10.3,0,6
2249,8.8,0.34,0.33,9.7,0.036,46,172,0.9966,3.08,0.4,10.2,0,5
2250,9.2,0.27,0.34,10.5,0.043,49,228,0.9974,3.04,0.41,10.4,0,6
2251,7.2,0.16,0.35,1.2,0.031,27,84,0.9928,3.33,0.34,9.9,0,5
2252,6.8,0.31,0.32,7.6,0.052,35,143,0.9959,3.14,0.38,9,0,5
2253,8.3,0.36,0.57,15,0.052,35,256,1.0001,2.93,0.64,8.6,0,5
2254,6.8,0.31,0.32,7.6,0.052,35,143,0.9959,3.14,0.38,9,0,5
2255,8.3,0.36,0.57,15,0.052,35,256,1.0001,2.93,0.64,8.6,0,5
2256,6.3,0.25,0.44,11.6,0.041,48,195,0.9968,3.18,0.52,9.5,0,5
2257,6,0.45,0.42,1.1,0.051,61,197,0.9932,3.02,0.4,9,0,5
2258,8.1,0.26,0.3,7.8,0.049,39,152,0.9954,2.99,0.58,10,0,6
2259,6.4,0.22,0.32,12,0.066,57,158,0.9992,3.6,0.43,9,0,6
2260,5.7,0.45,0.42,1.1,0.051,61,197,0.9932,3.02,0.4,9,0,5
2261,6.7,0.31,0.44,6.7,0.054,29,160,0.9952,3.04,0.44,9.6,0,5
2262,8,0.25,0.13,17.2,0.036,49,219,0.9996,2.96,0.46,9.7,0,5
2263,9.9,1.005,0.46,1.4,0.046,34,185,0.9966,3.02,0.49,10.2,0,4
2264,8.1,0.24,0.38,4.3,0.044,49,172,0.996,3.37,0.74,10.8,0,6
2265,8,0.25,0.13,17.2,0.036,49,219,0.9996,2.96,0.46,9.7,0,5
2266,6.4,0.29,0.28,11.1,0.063,66,169,0.9973,2.89,0.57,9,0,5
2267,7.2,0.15,0.33,1.1,0.027,16,63,0.9937,3.37,0.4,9.9,0,5
2268,7,0.12,0.32,7.2,0.058,22,89,0.9966,3.29,0.38,9.2,0,6
2269,7.4,0.32,0.55,16.6,0.056,53,238,1.0017,2.96,0.58,8.7,0,6
2270,8.5,0.17,0.31,1,0.024,13,91,0.993,2.79,0.37,10.1,0,5
2271,8.5,0.17,0.31,1,0.024,13,91,0.993,2.79,0.37,10.1,0,5
2272,9.5,0.21,0.47,1.3,0.039,21,123,0.9959,2.9,0.64,9.5,0,5
2273,8.2,0.21,0.48,1.4,0.041,11,99,0.9958,3.17,0.57,9.9,0,5
2274,7.4,0.32,0.55,16.6,0.056,53,238,1.0017,2.96,0.58,8.7,0,6
2275,6.8,0.31,0.42,6.9,0.046,50,173,0.9958,3.19,0.46,9,0,5
2276,6.8,0.27,0.28,13.3,0.076,50,163,0.9979,3.03,0.38,8.6,0,6
2277,7.4,0.21,0.3,8.1,0.047,13,114,0.9941,3.12,0.35,10.5,0,6
2278,7.6,0.2,0.31,1.4,0.047,41,142,0.9934,3.43,0.53,10.1,0,6
2279,8.3,0.49,0.43,2.5,0.036,32,116,0.9944,3.23,0.47,10.7,0,6
2280,7.6,0.2,0.26,4.5,0.086,37,133,0.9963,3.15,0.42,9.2,0,5
2281,7.5,0.26,0.26,18.35,0.084,33,139,1.0011,3.17,0.39,8.8,0,5
2282,7.5,0.26,0.26,18.35,0.084,33,139,1.0011,3.17,0.39,8.8,0,5
2283,6.8,0.27,0.35,7.8,0.048,76,197,0.9959,3.24,0.43,9.5,0,6
2284,6.8,0.28,0.37,7,0.057,35,208,0.9973,3.57,0.55,10.2,0,5
2285,8.4,0.2,0.27,6.3,0.048,30,143,0.9966,3.25,0.5,9.1,0,6
2286,7.9,0.33,0.26,1.2,0.044,23,103,0.9932,3.19,0.54,10.5,0,6
2287,7.5,0.38,0.5,12.8,0.042,57,184,0.9984,3.09,0.46,9,0,6
2288,8.1,0.19,0.58,16.65,0.049,48,181,1.0006,3.2,0.62,9.1,0,6
2289,7.6,0.16,0.41,1.9,0.047,27,151,0.9937,3.2,0.53,10.1,0,6
2290,8.1,0.22,0.28,7.7,0.043,57,176,0.9954,3.12,0.55,10,0,5
2291,8,0.22,0.32,10.4,0.043,63,201,0.997,3.11,0.53,9.5,0,6
2292,6.4,0.43,0.27,1.1,0.054,5,110,0.9939,3.24,0.52,9.1,0,4
2293,7,0.12,0.28,6.3,0.057,17,103,0.9957,3.5,0.44,9.6,0,5
2294,7.4,0.3,0.22,5.25,0.053,33,180,0.9926,3.13,0.45,11.6,0,6
2295,7,0.28,0.33,14.6,0.043,47,168,0.9994,3.34,0.67,8.8,0,6
2296,8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9,0,6
2297,7,0.28,0.33,14.6,0.043,47,168,0.9994,3.34,0.67,8.8,0,6
2298,8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9,0,6
2299,8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9,0,6
2300,7.3,0.18,0.31,17.3,0.055,32,197,1.0002,3.13,0.46,9,0,6
2301,6.8,0.31,0.09,1.4,0.04,56,145,0.9922,3.19,0.46,10,0,5
2302,6.7,0.31,0.08,1.3,0.038,58,147,0.9922,3.18,0.46,10,0,5
2303,7.6,0.17,0.35,1.6,0.047,43,154,0.9934,3.36,0.69,11.1,0,6
2304,7.4,0.3,0.22,5.25,0.053,33,180,0.9926,3.13,0.45,11.6,0,6
2305,7.4,0.26,0.31,2.4,0.043,58,178,0.9941,3.42,0.68,10.6,0,6
2306,7,0.28,0.33,14.6,0.043,47,168,0.9994,3.34,0.67,8.8,0,6
2307,8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9,0,6
2308,5.6,0.18,0.31,1.5,0.038,16,84,0.9924,3.34,0.58,10.1,0,6
2309,7.2,0.15,0.39,1.8,0.043,21,159,0.9948,3.52,0.47,10,0,5
2310,7,0.25,0.56,2,0.035,20,95,0.9918,3.23,0.53,11,0,6
2311,7.2,0.15,0.39,1.8,0.043,21,159,0.9948,3.52,0.47,10,0,5
2312,6.8,0.18,0.46,1.4,0.064,37,160,0.9924,3.37,0.45,11.1,0,5
2313,6.6,0.32,0.22,16.7,0.046,38,133,0.9979,3.22,0.67,10.4,0,6
2314,9,0.55,0.3,8.1,0.026,14,71,0.993,2.94,0.36,11.8,0,5
2315,6.9,0.19,0.39,8,0.028,22,84,0.994,3.11,0.66,10.8,0,6
2316,9,0.55,0.3,8.1,0.026,14,71,0.993,2.94,0.36,11.8,0,5
2317,6.6,0.32,0.22,16.7,0.046,38,133,0.9979,3.22,0.67,10.4,0,6
2318,7.7,0.26,0.34,6.4,0.05,36,163,0.9937,3.19,0.7,11.5,0,6
2319,6.3,0.21,0.28,1.5,0.051,46,142,0.9928,3.23,0.42,10.1,0,6
2320,7.6,0.34,0.39,7.6,0.04,45,215,0.9965,3.11,0.53,9.2,0,6
2321,6.3,0.21,0.28,1.5,0.051,46,142,0.9928,3.23,0.42,10.1,0,6
2322,8,0.43,0.4,12.4,0.168,29,190,0.9991,3.07,0.64,9.2,0,5
2323,7.5,0.3,0.71,1.3,0.16,44,149,0.9948,3.08,0.42,8.9,0,5
2324,6.4,0.26,0.4,1.7,0.179,5,60,0.9925,3.09,0.54,10.1,0,5
2325,6.9,0.32,0.15,8.1,0.046,51,180,0.9958,3.13,0.45,8.9,0,5
2326,8.9,0.21,0.34,7.1,0.037,33,150,0.9962,3.1,0.45,9.7,0,6
2327,7.6,0.34,0.39,7.6,0.04,45,215,0.9965,3.11,0.53,9.2,0,6
2328,9.5,0.42,0.41,2.3,0.034,22,145,0.9951,3.06,0.52,11,0,6
2329,7.6,0.29,0.26,6.5,0.042,32,160,0.9944,3.14,0.47,10.7,0,5
2330,6.5,0.25,0.2,1.4,0.024,29,101,0.9916,3.24,0.54,10.8,0,6
2331,7.2,0.23,0.33,12.7,0.049,50,183,0.9987,3.41,0.4,9.8,0,5
2332,7.9,0.35,0.36,1.6,0.038,11,124,0.9928,3.25,0.48,11,0,5
2333,8.8,0.2,0.28,1.1,0.018,18,72,0.9926,2.97,0.35,10.4,0,5
2334,5.7,0.27,0.32,1.2,0.046,20,155,0.9934,3.8,0.41,10.2,0,6
